Date,CPU cores,CPU capacity provisioned [MHZ],CPU usage [MHZ],Memory usage [GB],Memory capacity provisioned [KB],Disk read throughput [KB/s],Disk write throughput [KB/s],Network received throughput [KB/s],Network transmitted throughput [KB/s],Label,Memory usage [KB],Count
8/25/2010,4,11703.99824,81.92798768,0,67108864,0,0.533333333,0,1,0,0,1
8/26/2010,4,11703.99824,66.32265669,0,67108864,0,0.666666667,0,1,0,0,1
8/27/2010,4,11703.99824,83.87865405,0,67108864,0,0.6,0,1,0,0,1
8/28/2010,4,11703.99824,62.42132395,0,67108864,0,0.933333333,0,1.066666667,0,0,1
8/29/2010,4,11703.99824,68.27332307,0,67108864,0,0.666666667,0,1,0,0,1
8/30/2010,4,11703.99824,62.42132395,0,67108864,0,0.666666667,0,1,0,0,1
8/31/2010,4,11703.99824,74.12532219,0,67108864,0,0.6,0,1,0,0,1
9/1/2010,4,11703.99824,64.37199032,0,67108864,0,0.533333333,0,1,0,0,1
9/2/2010,4,11703.99824,76.07598856,0,67108864,0,1.266666667,0,1,0,0,1
9/3/2010,4,11703.99824,70.22398944,0,67108864,0,0.6,0,1,0,0,1
9/4/2010,4,11703.99824,70.22398944,0,67108864,0,0.6,0,1,0,0,1
9/5/2010,4,11703.99824,74.12532219,0,67108864,0,0.666666667,0,1,0,0,1
9/6/2010,4,11703.99824,81.92798768,0,67108864,0,0.533333333,0,1,0,0,1
9/7/2010,4,11703.99824,60.47065757,0,67108864,0,0.6,0,1,0,0,1
9/8/2010,4,11703.99824,64.37199032,0,67108864,0,0.533333333,0,1,0,0,1
9/9/2010,4,11703.99824,66.32265669,0,67108864,0,0.466666667,0,1,0,0,1
9/10/2010,4,11703.99824,64.37199032,0,67108864,0,0.533333333,0,1,0,0,1
9/11/2010,4,11703.99824,58.5199912,0.3579136,67108864,0,0.533333333,0,1,0,357913.6,1
9/12/2010,4,11703.99824,68.27332307,0,67108864,0,0.466666667,0,1,0,0,1
9/13/2010,4,11703.99824,64.37199032,0,67108864,0,0.533333333,0,1,0,0,1
9/14/2010,4,11703.99824,68.27332307,0,67108864,0,0.533333333,0,1,0,0,1
9/15/2010,4,11703.99824,68.27332307,0.2684352,67108864,0,0.6,0,1,0,268435.2,1
9/16/2010,4,11703.99824,66.32265669,0,67108864,0,0.466666667,0,1,0,0,1
9/17/2010,4,11703.99824,76.07598856,0.2684352,67108864,0,3.466666667,0,1,0,268435.2,1
9/18/2010,4,11703.99824,76.07598856,0,67108864,0,1,0,1.066666667,0,0,1
9/19/2010,4,11703.99824,78.02665493,0,67108864,0,0.466666667,0,1,0,0,1
9/20/2010,4,11703.99824,68.27332307,0,67108864,0,0.533333333,0,1,0,0,1
9/21/2010,4,11703.99824,78.02665493,0,67108864,0,0.866666667,0,1,0,0,1
9/22/2010,4,11703.99824,74.12532219,0,67108864,0,1,0,1,0,0,1
9/23/2010,4,11703.99824,79.97732131,0,67108864,0,0.533333333,0,1,0,0,1
9/24/2010,4,11703.99824,70.22398944,0,67108864,0,1.466666667,0,1.133333333,0,0,1
9/25/2010,4,11703.99824,70.22398944,0.3131744,67108864,0,0.533333333,0,1,0,313174.4,1
9/26/2010,4,11703.99824,76.07598856,0,67108864,0,0.533333333,0,1,0,0,1
9/27/2010,4,11703.99824,79.97732131,0,67108864,0,0.533333333,0,1,0,0,1
9/28/2010,4,11703.99824,68.27332307,0,67108864,0,0.533333333,0,1,0,0,1
9/29/2010,4,11703.99824,70.22398944,0,67108864,0,0.533333333,0,1,0,0,1
9/30/2010,4,11703.99824,70.22398944,0,67108864,0,0.533333333,0,1,0,0,1
10/1/2010,4,11703.99824,76.07598856,0,67108864,0,0.4,0,1,0,0,1
10/2/2010,4,11703.99824,68.27332307,0.223696,67108864,0,0.933333333,0.066666667,1.066666667,0,223696,1
10/3/2010,4,11703.99824,76.07598856,0,67108864,0,0.4,0,1,0,0,1
10/4/2010,4,11703.99824,70.22398944,0,67108864,0,0.333333333,0,1,0,0,1
10/5/2010,4,11703.99824,72.17465581,0,67108864,0,0.466666667,0,1,0,0,1
10/6/2010,4,11703.99824,62.42132395,0,67108864,0,0.6,0,1,0,0,1
10/7/2010,4,11703.99824,74.12532219,0,67108864,0,0.333333333,0,1,0,0,1
10/8/2010,4,11703.99824,70.22398944,0,67108864,0,0.333333333,0,1,0,0,1
10/9/2010,4,11703.99824,72.17465581,0,67108864,0,0.4,0,1,0,0,1
10/10/2010,4,11703.99824,70.22398944,0,67108864,0,0.533333333,0,1,0,0,1
10/11/2010,4,11703.99824,83.87865405,0,67108864,0,0.333333333,0,1,0,0,1
10/12/2010,4,11703.99824,70.22398944,0,67108864,0,0.333333333,0,1,0,0,1
10/13/2010,4,11703.99824,79.97732131,0,67108864,0,0.6,0,1,0,0,1
10/14/2010,4,11703.99824,58.5199912,0,67108864,0,0.933333333,0,1.066666667,0,0,1
10/15/2010,4,11703.99824,78.02665493,0,67108864,8.466666667,3.2,0,1.066666667,0,0,1
10/16/2010,4,11703.99824,62.42132395,0,67108864,0,0.6,0,1,0,0,1
10/17/2010,4,11703.99824,79.97732131,0,67108864,0,0.333333333,0,1,0,0,1
10/18/2010,4,11703.99824,58.5199912,0,67108864,0,0.333333333,0,1,0,0,1
10/19/2010,4,11703.99824,62.42132395,0.2684352,67108864,0,0.6,0,1,0,268435.2,1
10/20/2010,4,11703.99824,58.5199912,0,67108864,0,0.333333333,0,1,0,0,1
10/21/2010,4,11703.99824,66.32265669,0,67108864,0,0.933333333,0,1.066666667,0,0,1
10/22/2010,4,11703.99824,58.5199912,0,67108864,0,0.333333333,0,1,0,0,1
10/23/2010,4,11703.99824,72.17465581,0.1342176,67108864,0,0.933333333,0,1,0,134217.6,1
10/24/2010,4,11703.99824,60.47065757,0,67108864,0,0.8,0,1,0,0,1
10/25/2010,4,11703.99824,64.37199032,0.4026528,67108864,0,0.333333333,0,1,0,402652.8,1
10/26/2010,4,11703.99824,64.37199032,0,67108864,0,0.333333333,0,1,0,0,1
10/27/2010,4,11703.99824,74.12532219,0,67108864,0,0.666666667,0,1,0,0,1
10/28/2010,4,11703.99824,64.37199032,0,67108864,0,1.2,0,1,0,0,1
10/29/2010,4,11703.99824,66.32265669,0,67108864,0,0.666666667,0,1,0,0,1
10/30/2010,4,11703.99824,66.32265669,0,67108864,0,0.733333333,0,1,0,0,1
10/31/2010,4,11703.99824,74.12532219,0,67108864,0,0.666666667,0,1,0,0,1
11/1/2010,4,11703.99824,64.37199032,0,67108864,0,0.666666667,0,1,0,0,1
11/2/2010,4,11703.99824,72.17465581,0,67108864,0,0.666666667,0,1,0,0,1
11/3/2010,4,11703.99824,76.07598856,0,67108864,0,0.666666667,0,1,0,0,1
11/4/2010,4,11703.99824,74.12532219,0,67108864,0,0.666666667,0,1,0,0,1
11/5/2010,4,11703.99824,76.07598856,0,67108864,0,0.666666667,0,1,0,0,1
11/6/2010,4,11703.99824,79.97732131,0,67108864,0,0.666666667,0,1,0,0,1
11/7/2010,4,11703.99824,68.27332307,0,67108864,0,0.666666667,0,1,0,0,1
11/8/2010,4,11703.99824,81.92798768,0,67108864,0,0.666666667,0,1,0,0,1
11/9/2010,4,11703.99824,66.32265669,0,67108864,0,0.666666667,0,1,0,0,1
11/10/2010,4,11703.99824,74.12532219,0,67108864,0,1.2,0.066666667,1.066666667,0,0,1
11/11/2010,4,11703.99824,64.37199032,0,67108864,0,0.666666667,0,1,0,0,1
11/12/2010,4,11703.99824,78.02665493,0,67108864,0,0.666666667,0,1,0,0,1
11/13/2010,4,11703.99824,68.27332307,0,67108864,0,0.733333333,0,1,0,0,1
11/14/2010,4,11703.99824,113.1386497,0.6263488,67108864,0,2.933333333,0,1,0,626348.8,1
11/15/2010,4,11703.99824,64.37199032,0,67108864,0,0.533333333,0,1,0,0,1
11/16/2010,4,11703.99824,81.92798768,0,67108864,0,0.333333333,0,1,0,0,1
11/17/2010,4,11703.99824,68.27332307,0,67108864,0,0.666666667,0,1.066666667,0,0,1
11/18/2010,4,11703.99824,81.92798768,0,67108864,0,0.6,0,1,0,0,1
11/19/2010,4,11703.99824,62.42132395,0,67108864,0,0.933333333,0,1.066666667,0,0,1
11/20/2010,4,11703.99824,76.07598856,0,67108864,0,0.333333333,0,1,0,0,1
11/21/2010,4,11703.99824,72.17465581,0,67108864,0,0.333333333,0,1,0,0,1
11/22/2010,4,11703.99824,74.12532219,0,67108864,0,14.33333333,0,1,0,0,1
11/23/2010,4,11703.99824,64.37199032,0,67108864,0,0.866666667,0,1.066666667,0,0,1
11/24/2010,4,11703.99824,70.22398944,0,67108864,0,1.533333333,0,1,0,0,1
11/25/2010,4,11703.99824,62.42132395,0,67108864,0,0.666666667,0,1,0,0,1
11/26/2010,4,11703.99824,76.07598856,0,67108864,0,0.333333333,0,1,0,0,1
11/27/2010,4,11703.99824,62.42132395,0,67108864,0,0.333333333,0,1,0,0,1
11/28/2010,4,11703.99824,62.42132395,0,67108864,0,0.4,0,1,0,0,1
11/29/2010,4,11703.99824,66.32265669,0,67108864,0,0.4,0,1,0,0,1
11/30/2010,4,11703.99824,58.5199912,0,67108864,0,0.733333333,0,1.066666667,0,0,1
12/1/2010,4,11703.99824,60.47065757,0,67108864,0,0.333333333,0,1,0,0,1
12/2/2010,4,11703.99824,66.32265669,0,67108864,0,0.666666667,0,1,0,0,1
12/3/2010,4,11703.99824,62.42132395,0,67108864,0,0.666666667,0,1,0,0,1
12/4/2010,4,11703.99824,64.37199032,0,67108864,0,0.666666667,0,1,0,0,1
12/5/2010,4,11703.99824,66.32265669,0,67108864,0,0.733333333,0,1,0,0,1
12/6/2010,4,11703.99824,66.32265669,0.2684352,67108864,0,1,0,1.066666667,0,268435.2,1
12/7/2010,4,11703.99824,68.27332307,0,67108864,0,0.666666667,0,1,0,0,1
12/8/2010,4,11703.99824,64.37199032,0,67108864,0,0.666666667,0.066666667,1,0,0,1
12/9/2010,4,11703.99824,62.42132395,0,67108864,0,0.666666667,0,1,0,0,1
12/10/2010,4,11703.99824,70.22398944,0.2684352,67108864,0,0.666666667,0,1,0,268435.2,1
12/11/2010,4,11703.99824,68.27332307,0,67108864,0,0.666666667,0,1,0,0,1
12/12/2010,4,11703.99824,66.32265669,0,67108864,0,0.666666667,0,1,0,0,1
12/13/2010,4,11703.99824,64.37199032,0,67108864,0,0.666666667,0,1,0,0,1
12/14/2010,4,11703.99824,76.07598856,0,67108864,0,1,0,1.066666667,0,0,1
12/15/2010,4,11703.99824,64.37199032,0,67108864,0,0.666666667,0,1,0,0,1
12/16/2010,4,11703.99824,79.97732131,0,67108864,0,0.666666667,0,1,0,0,1
12/17/2010,4,11703.99824,68.27332307,0,67108864,0,1.133333333,0.066666667,1.066666667,0,0,1
12/18/2010,4,11703.99824,74.12532219,0,67108864,0,0.733333333,0,1,0,0,1
12/19/2010,4,11703.99824,72.17465581,0,67108864,0,1.333333333,0,1,0,0,1
12/20/2010,4,11703.99824,70.22398944,0,67108864,0,0.666666667,0,1,0,0,1
12/21/2010,4,11703.99824,79.97732131,0,67108864,0,0.666666667,0,1,0,0,1
12/22/2010,4,11703.99824,76.07598856,0,67108864,8.533333333,3.333333333,0,1.066666667,0,0,1
12/23/2010,4,11703.99824,76.07598856,0,67108864,0,0.666666667,0,1,0,0,1
12/24/2010,4,11703.99824,64.37199032,0,67108864,0,0.733333333,0,1,0,0,1
12/25/2010,4,11703.99824,72.17465581,0,67108864,0,0.666666667,0,1,0,0,1
12/26/2010,4,11703.99824,74.12532219,0,67108864,0,0.866666667,0,1,0,0,1
12/27/2010,4,11703.99824,72.17465581,0,67108864,0,0.866666667,0,1,0,0,1
12/28/2010,4,11703.99824,74.12532219,0,67108864,0,0.8,0.066666667,1.066666667,0,0,1
12/29/2010,4,11703.99824,72.17465581,0,67108864,0,0.6,0,1,0,0,1
12/30/2010,4,11703.99824,7917.754809,1.8790464,67108864,2.533333333,1.8,882.8666667,9.4,1,1879046.4,1
12/31/2010,4,11703.99824,9501.695905,8.6346712,67108864,0,8,0.733333333,10.2,1,8634671.2,1
1/1/2011,4,11703.99824,64.37199032,0.1342176,67108864,0,0.6,0,0.933333333,0,134217.6,1
1/2/2011,4,11703.99824,72.17465581,0,67108864,0,0.666666667,0,1,0,0,1
1/3/2011,4,11703.99824,64.37199032,0,67108864,0,0.6,0,0.933333333,0,0,1
1/4/2011,4,11703.99824,11029.06767,4.5634016,67108864,0,0.533333333,0,22.6,1,4563401.6,1
1/5/2011,4,11703.99824,72.17465581,1.3869152,67108864,0,0.6,0,1,0,1386915.2,1
1/6/2011,4,11703.99824,74.12532219,0,67108864,0,0.533333333,0,1,0,0,1
1/7/2011,4,11703.99824,68.27332307,0,67108864,0,0.533333333,0,1,0,0,1
1/8/2011,4,11703.99824,72.17465581,0,67108864,0,0.533333333,0,1,0,0,1
1/9/2011,4,11703.99824,68.27332307,0,67108864,0,0.533333333,0,1,0,0,1
1/10/2011,4,11703.99824,74.12532219,0,67108864,0,0.6,0,1,0,0,1
1/11/2011,4,11703.99824,81.92798768,0,67108864,0,1.133333333,0,1.066666667,0,0,1
1/12/2011,4,11703.99824,68.27332307,0,67108864,0,0.533333333,0,1,0,0,1
1/13/2011,4,11703.99824,68.27332307,0,67108864,0,14.33333333,0,1,0,0,1
1/14/2011,4,11703.99824,74.12532219,0,67108864,0,0.533333333,0,1,0,0,1
1/15/2011,4,11703.99824,89.73065317,1.4763936,67108864,0,4.933333333,0,1,0,1476393.6,1
1/16/2011,4,11703.99824,60.47065757,0,67108864,0,0.533333333,0,1,0,0,1
1/17/2011,4,11703.99824,60.47065757,0,67108864,0,0.533333333,0,1,0,0,1
1/18/2011,4,11703.99824,70.22398944,0,67108864,0,0.8,0,1.066666667,0,0,1
1/19/2011,4,11703.99824,70.22398944,0,67108864,0,1,0,1.066666667,0,0,1
1/20/2011,4,11703.99824,64.37199032,0,67108864,0,0.533333333,0,1,0,0,1
1/21/2011,4,11703.99824,68.27332307,0,67108864,0,0.6,0,1,0,0,1
1/22/2011,4,11703.99824,74.12532219,0,67108864,0,0.6,0,1,0,0,1
1/23/2011,4,11703.99824,74.12532219,0,67108864,0,0.333333333,0,1,0,0,1
1/24/2011,4,11703.99824,64.37199032,0,67108864,0,0.333333333,0,1,0,0,1
1/25/2011,4,11703.99824,68.27332307,0.2684352,67108864,0,1.2,0,1.066666667,0,268435.2,1
1/26/2011,4,11703.99824,68.27332307,0,67108864,0,0.666666667,0,1,0,0,1
1/27/2011,4,11703.99824,76.07598856,0.223696,67108864,0,1.6,0,1,0,223696,1
1/28/2011,4,11703.99824,66.32265669,0,67108864,0,0.333333333,0,1,0,0,1
1/29/2011,4,11703.99824,70.22398944,0,67108864,0,0.466666667,0,1,0,0,1
1/30/2011,4,11703.99824,81.92798768,0,67108864,0,3.4,0,1,0,0,1
1/31/2011,4,11703.99824,74.12532219,0,67108864,0,0.8,0.066666667,1.066666667,0,0,1
2/1/2011,4,11703.99824,72.17465581,0.1342176,67108864,0,0.333333333,0,1,0,134217.6,1
2/2/2011,4,11703.99824,72.17465581,0,67108864,0,0.4,0,1,0,0,1
2/3/2011,4,11703.99824,66.32265669,0,67108864,0,0.8,0,1,0,0,1
2/4/2011,4,11703.99824,72.17465581,0,67108864,0,0.6,0,1,0,0,1
2/5/2011,4,11703.99824,66.32265669,0,67108864,0,0.333333333,0,1,0,0,1
2/6/2011,4,11703.99824,76.07598856,0,67108864,0,0.733333333,0,1,0,0,1
2/7/2011,4,11703.99824,70.22398944,0,67108864,0,0.466666667,0,1,0,0,1
2/8/2011,4,11703.99824,76.07598856,0,67108864,0,0.466666667,0,1,0,0,1
2/9/2011,4,11703.99824,74.12532219,0,67108864,0,0.333333333,0,1,0,0,1
2/10/2011,4,11703.99824,78.02665493,0.2684352,67108864,0,0.333333333,0,1,0,268435.2,1
2/11/2011,4,11703.99824,64.37199032,0,67108864,0,0.6,0,1,0,0,1
2/12/2011,4,11703.99824,74.12532219,0,67108864,0,0.333333333,0,1,0,0,1
2/13/2011,4,11703.99824,68.27332307,0,67108864,0,0.666666667,0,1,0,0,1
2/14/2011,4,11703.99824,83.87865405,0,67108864,0,0.666666667,0,1,0,0,1
2/15/2011,4,11703.99824,58.5199912,0,67108864,0,3.25,0,1,0,0,1
2/16/2011,4,11703.99824,85.82932043,0,67108864,0,0.666666667,0,1,0,0,1
2/17/2011,4,11703.99824,68.27332307,0.0894784,67108864,0,1,0,1,0,89478.4,1
2/18/2011,4,11703.99824,83.87865405,0,67108864,0,0.533333333,0,1,0,0,1
2/19/2011,4,11703.99824,70.22398944,0,67108864,0,0.533333333,0,1,0,0,1
2/20/2011,4,11703.99824,72.17465581,0,67108864,0,0.6,0,1,0,0,1
2/21/2011,4,11703.99824,68.27332307,0,67108864,0,0.8,0,1,0,0,1
2/22/2011,4,11703.99824,81.92798768,0,67108864,0,0.533333333,0,1,0,0,1
2/23/2011,4,11703.99824,64.37199032,0,67108864,0,0.466666667,0,1,0,0,1
2/24/2011,4,11703.99824,78.02665493,0,67108864,0,0.466666667,0,1,0,0,1
2/25/2011,4,11703.99824,70.22398944,0.0894784,67108864,0,0.733333333,0,1,0,89478.4,1
2/26/2011,4,11703.99824,79.97732131,0,67108864,0,0.333333333,0,1,0,0,1
2/27/2011,4,11703.99824,76.07598856,0,67108864,0,1.866666667,0,1,0,0,1
2/28/2011,4,11703.99824,72.17465581,0,67108864,0,0.466666667,0,1,0,0,1
3/1/2011,4,11703.99824,76.07598856,0,67108864,8.466666667,4.133333333,0.133333333,1.133333333,0,0,1
3/2/2011,4,11703.99824,64.37199032,0,67108864,0,0.466666667,0,1,0,0,1
3/3/2011,4,11703.99824,76.07598856,0,67108864,0,0.6,0,1,0,0,1
3/4/2011,4,11703.99824,68.27332307,0,67108864,0,0.333333333,0,1,0,0,1
3/5/2011,4,11703.99824,58.5199912,0,67108864,0,0.533333333,0,1,0,0,1
3/6/2011,4,11703.99824,74.12532219,0,67108864,0,14.13333333,0,1,0,0,1
3/7/2011,4,11703.99824,62.69999057,0,67108864,0,0.571428571,0,1,0,0,1
3/8/2011,4,11703.99824,60.47065757,0,67108864,0,0.333333333,0,1,0,0,1
3/9/2011,4,11703.99824,70.22398944,0,67108864,0.066666667,1.066666667,0,1,0,0,1
3/10/2011,4,11703.99824,62.42132395,0,67108864,0,0.533333333,0,1,0,0,1
3/11/2011,4,11703.99824,62.42132395,0,67108864,0,0.533333333,0,1,0,0,1
3/12/2011,4,11703.99824,68.27332307,0,67108864,0,0.333333333,0,1,0,0,1
3/13/2011,4,11703.99824,60.47065757,0,67108864,0,0.333333333,0,1,0,0,1
3/14/2011,4,11703.99824,72.17465581,0,67108864,0,0.666666667,0,1,0,0,1
3/15/2011,4,11703.99824,68.27332307,0,67108864,0,0.4,0,1,0,0,1
3/16/2011,4,11703.99824,72.17465581,0,67108864,0,1.066666667,0.066666667,1.066666667,0,0,1
3/17/2011,4,11703.99824,70.22398944,0,67108864,0,0.333333333,0,1,0,0,1
3/18/2011,4,11703.99824,142.3986453,1.0290016,67108864,131.3333333,21.2,0,1.4,1,1029001.6,1
3/19/2011,4,11703.99824,66.32265669,0,67108864,0,0.733333333,0,1,0,0,1
3/20/2011,4,11703.99824,62.42132395,0,67108864,0,0.666666667,0,1,0,0,1
3/21/2011,4,11703.99824,70.22398944,0,67108864,0,0.666666667,0,1,0,0,1
3/22/2011,4,11703.99824,81.92798768,0.2684352,67108864,0,0.666666667,0,1,0,268435.2,1
3/23/2011,4,11703.99824,83.87865405,0,67108864,0,1.266666667,0,1.066666667,0,0,1
3/24/2011,4,11703.99824,74.12532219,0,67108864,0,0.666666667,0,1,0,0,1
3/25/2011,4,11703.99824,72.17465581,0,67108864,0,0.733333333,0,1,0,0,1
3/26/2011,4,11703.99824,72.17465581,0,67108864,0,0.666666667,0,1,0,0,1
3/27/2011,4,11703.99824,83.87865405,0,67108864,0,0.666666667,0,1,0,0,1
3/28/2011,4,11703.99824,70.22398944,0,67108864,0,0.666666667,0,1,0,0,1
3/29/2011,4,11703.99824,70.22398944,0,67108864,0,0.666666667,0,1,0,0,1
3/30/2011,4,11703.99824,76.07598856,0,67108864,0,1.266666667,0,1.066666667,0,0,1
3/31/2011,4,11703.99824,74.12532219,0,67108864,0,0.666666667,0,1,0,0,1
4/1/2011,4,11703.99824,72.17465581,0,67108864,0,0.666666667,0,1,0,0,1
4/2/2011,4,11703.99824,74.12532219,0,67108864,0,0.666666667,0,1,0,0,1
4/3/2011,4,11703.99824,68.27332307,0,67108864,0,0.666666667,0,1,0,0,1
4/4/2011,4,11703.99824,76.07598856,0,67108864,0,0.666666667,0,1,0,0,1
4/5/2011,4,11703.99824,64.37199032,0,67108864,0,0.666666667,0,0.933333333,0,0,1
4/6/2011,4,11703.99824,79.97732131,0,67108864,0,0.666666667,0,1,0,0,1
4/7/2011,4,11703.99824,66.32265669,0,67108864,0,0.666666667,0,1,0,0,1
4/8/2011,4,11703.99824,72.17465581,0,67108864,0,0.666666667,0,1,0,0,1
4/9/2011,4,11703.99824,60.47065757,0,67108864,0,0.666666667,0,0.933333333,0,0,1
4/10/2011,4,11703.99824,72.17465581,0,67108864,0,0.666666667,0,1,0,0,1
4/11/2011,4,11703.99824,60.47065757,0,67108864,0,1,0,1.066666667,0,0,1
4/12/2011,4,11703.99824,70.22398944,2.2817,67108864,0,1.333333333,0,1.066666667,0,2281700,1
4/13/2011,4,11703.99824,64.37199032,0,67108864,0,0.666666667,0,1,0,0,1
4/14/2011,4,11703.99824,81.92798768,0,67108864,0,0.666666667,0,1,0,0,1
4/15/2011,4,11703.99824,60.47065757,0,67108864,0,0.466666667,0,1,0,0,1
4/16/2011,4,11703.99824,68.27332307,0,67108864,0,0.8,0,1,0,0,1
4/17/2011,4,11703.99824,62.42132395,0,67108864,0,0.933333333,0,1.066666667,0,0,1
4/18/2011,4,11703.99824,66.32265669,0,67108864,0,0.6,0,1,0,0,1
4/19/2011,4,11703.99824,62.42132395,0,67108864,0,0.333333333,0,1,0,0,1
4/20/2011,4,11703.99824,62.42132395,0,67108864,0,0.6,0,1,0,0,1
4/21/2011,4,11703.99824,62.42132395,0,67108864,0,0.666666667,0,0.933333333,0,0,1
4/22/2011,4,11703.99824,72.17465581,0,67108864,0,0.6,0,1,0,0,1
4/23/2011,4,11703.99824,64.37199032,0,67108864,0,0.666666667,0,1,0,0,1
4/24/2011,4,11703.99824,68.96998963,0,67108864,0,0.571428571,0,1,0,0,1
4/25/2011,4,11703.99824,74.12532219,0,67108864,0,0.6,0,1,0,0,1
4/26/2011,4,11703.99824,76.07598856,0,67108864,0,0.666666667,0,1,0,0,1
4/27/2011,4,11703.99824,64.37199032,0,67108864,0,0.6,0,1,0,0,1
4/28/2011,4,11703.99824,78.02665493,0,67108864,0,0.6,0,1,0,0,1
4/29/2011,4,11703.99824,76.07598856,0,67108864,0,0.666666667,0,1,0,0,1
4/30/2011,4,11703.99824,74.12532219,0,67108864,0,0.6,0,1,0,0,1
5/1/2011,4,11703.99824,83.87865405,0,67108864,0,1.266666667,0,1,0,0,1
5/2/2011,4,11703.99824,76.07598856,0,67108864,0,0.666666667,0,1,0,0,1
5/3/2011,4,11703.99824,76.07598856,0,67108864,0,0.6,0,0.933333333,0,0,1
5/4/2011,4,11703.99824,79.97732131,0,67108864,0,0.533333333,0,1,0,0,1
5/5/2011,4,11703.99824,66.32265669,0,67108864,0,0.6,0,1,0,0,1
5/6/2011,4,11703.99824,76.07598856,0,67108864,0,0.533333333,0,1,0,0,1
5/7/2011,4,11703.99824,72.17465581,0,67108864,8.533333333,3.2,0,1.066666667,0,0,1
5/8/2011,4,11703.99824,70.22398944,0,67108864,0,0.533333333,0,1,0,0,1
5/9/2011,4,11703.99824,62.42132395,0,67108864,0,0.533333333,0,1,0,0,1
5/10/2011,4,11703.99824,78.02665493,0,67108864,0,0.666666667,0,1,0,0,1
5/11/2011,4,11703.99824,70.22398944,0,67108864,0,0.533333333,0,1,0,0,1
5/12/2011,4,11703.99824,120.9413151,0.7158272,67108864,0,4.133333333,0,1,1,715827.2,1
5/13/2011,4,11703.99824,66.32265669,0,67108864,0,0.6,0,1,0,0,1
5/14/2011,4,11703.99824,74.12532219,0,67108864,0,0.933333333,0,1,0,0,1
5/15/2011,4,11703.99824,68.27332307,0.1342176,67108864,0,0.533333333,0,0.933333333,0,134217.6,1
5/16/2011,4,11703.99824,70.22398944,0.0894784,67108864,0,1.266666667,0,1,0,89478.4,1
5/17/2011,4,11703.99824,74.12532219,0,67108864,0,0.6,0,1,0,0,1
5/18/2011,4,11703.99824,70.22398944,0,67108864,0,0.533333333,0,1,0,0,1
5/19/2011,4,11703.99824,64.37199032,0,67108864,0,0.533333333,0,1,0,0,1
5/20/2011,4,11703.99824,68.27332307,0,67108864,0,0.866666667,0,1.066666667,0,0,1
5/21/2011,4,11703.99824,64.37199032,0,67108864,0,0.533333333,0,1,0,0,1
5/22/2011,4,11703.99824,72.17465581,0,67108864,0,0.6,0,1,0,0,1
5/23/2011,4,11703.99824,60.47065757,0,67108864,0,0.6,0,1,0,0,1
5/24/2011,4,11703.99824,66.87998994,0.575218286,67108864,0,1,0,1,0,575218.2857,1
5/25/2011,4,11703.99824,62.42132395,0,67108864,0,0.6,0,1,0,0,1
5/26/2011,4,11703.99824,68.27332307,0,67108864,0,0.666666667,0,1,0,0,1
5/27/2011,4,11703.99824,79.97732131,0,67108864,0,0.533333333,0,1,0,0,1
5/28/2011,4,11703.99824,66.32265669,0,67108864,0,0.666666667,0,1,0,0,1
5/29/2011,4,11703.99824,74.12532219,0,67108864,0,0.6,0,1,0,0,1
5/30/2011,4,11703.99824,83.87865405,0,67108864,0,0.6,0,1,0,0,1
5/31/2011,4,11703.99824,68.27332307,0,67108864,0,0.6,0,1,0,0,1
6/1/2011,4,11703.99824,78.02665493,0,67108864,0,0.6,0,1,0,0,1
6/2/2011,4,11703.99824,76.07598856,0.0447392,67108864,0,0.6,0,1,0,44739.2,1
6/3/2011,4,11703.99824,78.02665493,0,67108864,0,1.6,0,1,0,0,1
6/4/2011,4,11703.99824,74.12532219,0,67108864,0,0.6,0,1,0,0,1
6/5/2011,4,11703.99824,76.07598856,0.1789568,67108864,0,0.733333333,0.133333333,1,0,178956.8,1
6/6/2011,4,11703.99824,206.7706356,0,67108864,292.8,184.7333333,0,1,1,0,1
6/7/2011,4,11703.99824,64.37199032,0,67108864,0,0.6,0,1,0,0,1
6/8/2011,4,11703.99824,74.12532219,0.1342176,67108864,0,0.666666667,0,1,0,134217.6,1
6/9/2011,4,11703.99824,81.92798768,0,67108864,0,0.6,0,1,0,0,1
6/10/2011,4,11703.99824,72.17465581,0,67108864,0,0.533333333,0,1,0,0,1
6/11/2011,4,11703.99824,64.37199032,0,67108864,0,0.733333333,0,1,0,0,1
6/12/2011,4,11703.99824,72.17465581,0,67108864,0,0.533333333,0,1,0,0,1
6/13/2011,4,11703.99824,72.17465581,0,67108864,0,1.066666667,0,1,0,0,1
6/14/2011,4,11703.99824,76.07598856,0,67108864,0,0.533333333,0,1,0,0,1
6/15/2011,4,11703.99824,66.32265669,0,67108864,0,0.6,0,1,0,0,1
6/16/2011,4,11703.99824,70.22398944,0,67108864,0,0.533333333,0,1,0,0,1
6/17/2011,4,11703.99824,76.07598856,0,67108864,0,0.666666667,0,1,0,0,1
6/18/2011,4,11703.99824,76.07598856,0,67108864,0,0.533333333,0,1,0,0,1
6/19/2011,4,11703.99824,72.17465581,0,67108864,0,0.6,0,1,0,0,1
6/20/2011,4,11703.99824,78.02665493,0,67108864,0,0.666666667,0,1,0,0,1
6/21/2011,4,11703.99824,70.22398944,0,67108864,0,0.866666667,0,1.066666667,0,0,1
